# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct  2 11:45:09 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag =1
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disc_facility:  Discovery Facility
#
pl_name,hostname,tic_id,gaia_id,default_flag,disc_facility
TOI-150.01,TOI-150,TIC 271893367,Gaia DR2 5262709709389254528,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1516 b,TOI-1516,TIC 376637093,Gaia DR2 2226107083103120640,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-157 b,TOI-157,TIC 140691463,Gaia DR2 4624979393181971328,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1601 b,TOI-1601,TIC 139375960,Gaia DR2 338382713564401920,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-163 b,TOI-163,TIC 179317684,Gaia DR2 4651366259202463104,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1634 b,TOI-1634,TIC 201186294,Gaia DR2 223158499179138432,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1669 c,TOI-1669,TIC 428679607,Gaia DR2 569673024645542528,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1670 b,TOI-1670,TIC 441739020,Gaia DR2 1651911084230149248,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1670 c,TOI-1670,TIC 441739020,Gaia DR2 1651911084230149248,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1680 b,TOI-1680,TIC 259168516,Gaia DR2 2242756094328104576,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1683.01,TOI-1683,TIC 58542531,Gaia DR2 152451414656258560,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1685 b,TOI-1685,TIC 28900646,Gaia DR2 252366608956186240,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-169 b,TOI-169,TIC 183120439,Gaia DR2 4684513614202233728,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1691 b,TOI-1691,TIC 268334473,Gaia DR2 2303587361109316224,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1693 b,TOI-1693,TIC 353475866,Gaia DR2 3451908921382409472,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1694 b,TOI-1694,TIC 396740648,Gaia DR2 1104269596843209472,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1695 b,TOI-1695,TIC 422756130,Gaia DR2 534988616816537728,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1696 b,TOI-1696,TIC 470381900,Gaia DR2 270260649602149760,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1710 b,TOI-1710,TIC 445805961,Gaia DR2 1116613161053977472,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-172 b,TOI-172,TIC 29857954,Gaia DR2 6801474136516893184,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1723 b,TOI-1723,TIC 71431780,Gaia DR2 1096515188009314688,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1728 b,TOI-1728,TIC 285048486,Gaia DR2 1094545653447816064,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1736 b,TOI-1736,TIC 408618999,Gaia DR2 541725187117160960,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1739 b,TOI-1739,TIC 159418353,Gaia DR2 1723044195148593152,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1742 b,TOI-1742,TIC 219857012,Gaia DR2 1651818622174190208,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1749 b,TOI-1749,TIC 233602827,Gaia DR2 2253774094189458432,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1749 c,TOI-1749,TIC 233602827,Gaia DR2 2253774094189458432,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1749 d,TOI-1749,TIC 233602827,Gaia DR2 2253774094189458432,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1751 b,TOI-1751,TIC 287080092,Gaia DR2 1629404184289170688,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1753 b,TOI-1753,TIC 289580577,Gaia DR2 1630385631560004480,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1758 b,TOI-1758,TIC 367858035,Gaia DR2 2232494455384800768,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1759 b,TOI-1759,TIC 408636441,Gaia DR2 2216420110788943744,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1775 b,TOI-1775,TIC 9348006,Gaia DR2 803285607362611840,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1776 b,TOI-1776,TIC 21535395,Gaia DR2 778052193462283648,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 b,TOI-178,TIC 251848941,Gaia DR2 2318295979126499200,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 c,TOI-178,TIC 251848941,Gaia DR2 2318295979126499200,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 d,TOI-178,TIC 251848941,Gaia DR2 2318295979126499200,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 e,TOI-178,TIC 251848941,Gaia DR2 2318295979126499200,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 g,TOI-178,TIC 251848941,Gaia DR2 2318295979126499200,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1789 b,TOI-1789,TIC 172518755,Gaia DR2 646125297938578944,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1794 b,TOI-1794,TIC 286916251,Gaia DR2 1552562610862328576,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1798.01,TOI-1798,TIC 198153540,Gaia DR2 1505890751741673856,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1798.02,TOI-1798,TIC 198153540,Gaia DR2 1505890751741673856,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1799 b,TOI-1799,TIC 8967242,Gaia DR2 761300339243646848,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1801 b,TOI-1801,TIC 119584412,Gaia DR2 3980045523465047168,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1806.01,TOI-1806,TIC 166648874,Gaia DR2 733540939112687104,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1807 b,TOI-1807,TIC 180695581,Gaia DR2 1476485996883837184,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-181 b,TOI-181,TIC 76923707,Gaia DR2 6552346035980010624,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1811 b,TOI-1811,TIC 376524552,Gaia DR2 3962403923821595264,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1820 b,TOI-1820,TIC 393831507,Gaia DR2 4009018273332089088,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1823 b,TOI-1823,TIC 142381532,Gaia DR2 1676299557803904000,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1824 b,TOI-1824,TIC 142387023,Gaia DR2 1675511792082576384,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1836 b,TOI-1836,TIC 207468071,Gaia DR2 1428639816392087552,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1836 c,TOI-1836,TIC 207468071,Gaia DR2 1428639816392087552,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1842 b,TOI-1842,TIC 404505029,Gaia DR2 3719927426253118848,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1853 b,TOI-1853,TIC 73540072,Gaia DR2 1233227944114002688,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1855 b,TOI-1855,TIC 81247740,Gaia DR2 1247603715050122752,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1859 b,TOI-1859,TIC 229742722,Gaia DR2 2259354802894412928,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1860 b,TOI-1860,TIC 202426247,Gaia DR2 1620024491110370688,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1898 b,TOI-1898,TIC 91987762,Gaia DR2 644224345413418880,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1899 b,TOI-1899,TIC 172370679,Gaia DR2 2073530190996615424,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1937 A b,TOI-1937 A,TIC 268301217,Gaia DR2 5489726768531119616,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-198 b,TOI-198,TIC 12421862,Gaia DR2 2333676738049780352,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-199 b,TOI-199,TIC 309792357,Gaia DR2 4762582895440787712,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-1994 b,TOI-1994,TIC 445903569,Gaia DR2 5405557504173563648,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2000 b,TOI-2000,TIC 371188886,Gaia DR2 5244434756689177088,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2000 c,TOI-2000,TIC 371188886,Gaia DR2 5244434756689177088,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-201 b,TOI-201,TIC 350618622,Gaia DR2 4767547667180525696,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2010 b,TOI-2010,TIC 26547036,Gaia DR2 2136815881249993600,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2015 b,TOI-2015,TIC 368287008,Gaia DR2 1270814787767025408,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2018 b,TOI-2018,TIC 357501308,Gaia DR2 1272123859439770368,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2019 b,TOI-2019,TIC 159781361,Gaia DR2 1402405129651594624,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2025 b,TOI-2025,TIC 394050135,Gaia DR2 2296342614570999552,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2046 b,TOI-2046,TIC 468574941,Gaia DR2 538759464958942208,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2048 b,TOI-2048,TIC 159873822,Gaia DR2 1404488390652463872,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-206 b,TOI-206,TIC 55650590,Gaia DR2 4665277593852295424,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2068 b,TOI-2068,TIC 417931300,Gaia DR2 1581657479535392256,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 b,TOI-2076,TIC 27491137,Gaia DR2 1490845584382687232,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 c,TOI-2076,TIC 27491137,Gaia DR2 1490845584382687232,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 d,TOI-2076,TIC 27491137,Gaia DR2 1490845584382687232,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2081 b,TOI-2081,TIC 321669174,Gaia DR2 1416730563570869376,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2084 b,TOI-2084,TIC 441738827,Gaia DR2 1652137995942479744,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2088 b,TOI-2088,TIC 441765914,Gaia DR2 1656835487573730048,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2095 b,TOI-2095,TIC 235678745,Gaia DR2 2268372099615724288,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2095 c,TOI-2095,TIC 235678745,Gaia DR2 2268372099615724288,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2096 b,TOI-2096,TIC 142748283,Gaia DR2 1126422935076082176,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2096 c,TOI-2096,TIC 142748283,Gaia DR2 1126422935076082176,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2107 b,TOI-2107,TIC 446549906,Gaia DR2 6633448311454447232,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2109 b,TOI-2109,TIC 392476080,Gaia DR2 4558177980120149632,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2120 b,TOI-2120,TIC 389900760,Gaia DR2 513299860904522752,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2128 b,TOI-2128,TIC 21832928,Gaia DR2 1334288219648212352,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2134 b,TOI-2134,TIC 75878355,Gaia DR2 4610267648427698816,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2134 c,TOI-2134,TIC 75878355,Gaia DR2 4610267648427698816,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2136 b,TOI-2136,TIC 336128819,Gaia DR2 2096535783864546944,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2141 b,TOI-2141,TIC 287256467,Gaia DR2 4548496986402688384,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2145 b,TOI-2145,TIC 88992642,Gaia DR2 1344163891352965632,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2152 A b,TOI-2152,TIC 395393265,Gaia DR2 562109759036198272,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2154 b,TOI-2154,TIC 428787891,Gaia DR2 570653411060484480,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2158 b,TOI-2158,TIC 342642208,Gaia DR2 4525545299652540672,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.01,TOI-216,TIC 55652896,Gaia DR2 4664811297844004352,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.02,TOI-216,TIC 55652896,Gaia DR2 4664811297844004352,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2180 b,TOI-2180,TIC 298663873,Gaia DR2 2151078741786155008,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2184 b,TOI-2184,TIC 176956893,Gaia DR2 5280444557068991616,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2193 A b,TOI-2193 A,TIC 401604346,Gaia DR2 6373308503181838592,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2194 b,TOI-2194,TIC 271478281,Gaia DR2 6748283784056800384,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2196 b,TOI-2196,TIC 372172128,Gaia DR2 6375983988633147392,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-220 b,TOI-220,TIC 150098860,Gaia DR2 5481210874877547904,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2202 b,TOI-2202,TIC 358107516,Gaia DR2 4641274773980363520,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2207 b,TOI-2207,TIC 90850770,Gaia DR2 6675883485986480256,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2236 b,TOI-2236,TIC 394722182,Gaia DR2 4613145315172329984,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2257 b,TOI-2257,TIC 198485881,Gaia DR2 1716345832872291968,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2260 b,TOI-2260,TIC 232568235,Gaia DR2 1411414592353022848,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2266 b,TOI-2266,TIC 8348911,Gaia DR2 1319243773843954304,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2285 b,TOI-2285,TIC 329148988,Gaia DR2 2199658670194983040,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2337 b,TOI-2337,TIC 230001847,Gaia DR2 2239684947894267392,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2338 b,TOI-2338,TIC 24358417,Gaia DR2 4822916912388338176,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2364 b,TOI-2364,TIC 39414571,Gaia DR2 3022644120017418496,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2368 b,TOI-2368,TIC 401125028,Gaia DR2 5325498111172934784,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-237 b,TOI-237,TIC 305048087,Gaia DR2 2329387852426700800,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2373 b,TOI-2373,TIC 332558858,Gaia DR2 5097529733950580736,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2374 b,TOI-2374,TIC 439366538,Gaia DR2 6828814283414902912,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2379 b,TOI-2379,TIC 201177276,Gaia DR2 6521531466699512064,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-238 b,TOI-238,TIC 9006668,Gaia DR2 2405081733281425280,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2384 b,TOI-2384,TIC 382602147,Gaia DR2 4699702272124241152,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2406 b,TOI-2406,TIC 212957629,Gaia DR2 2528453161326406016,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2411 b,TOI-2411,TIC 10837041,Gaia DR2 2471334872292716288,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2416 b,TOI-2416,TIC 237922465,Gaia DR2 4680527991927519744,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2421 b,TOI-2421,TIC 70524163,Gaia DR2 4968289907406396160,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2427 b,TOI-2427,TIC 142937186,Gaia DR2 5055663973297050624,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-244 b,TOI-244,TIC 118327550,Gaia DR2 5001098681543159040,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2443 b,TOI-2443,TIC 318753380,Gaia DR2 2501948402746099456,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2445 b,TOI-2445,TIC 439867639,Gaia DR2 2498140931418172416,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2447 b,TOI-2447,TIC 1167538,Gaia DR2 4877544322252002048,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2459 b,TOI-2459,TIC 192790476,Gaia DR2 4807503030677131392,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2497 b,TOI-2497,TIC 97568467,Gaia DR2 3342228616422593664,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2498 b,TOI-2498,TIC 263179590,Gaia DR2 3330907293088717824,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-251 b,TOI-251,TIC 224225541,Gaia DR2 6539037542941988736,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2524 b,TOI-2524,TIC 169249234,Gaia DR2 3802583419029393152,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2525 b,TOI-2525,TIC 149601126,Gaia DR2 4758931211166869632,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2525 c,TOI-2525,TIC 149601126,Gaia DR2 4758931211166869632,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2529 b,TOI-2529,TIC 269333648,Gaia DR2 5513558648700780416,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2545 b,TOI-2545,TIC 149845414,Gaia DR2 5762607889340459008,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2567 b,TOI-2567,TIC 258920431,Gaia DR2 2254929887069708160,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-257 b,TOI-257,TIC 200723869,Gaia DR2 4747624104168195072,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2570 b,TOI-2570,TIC 239816546,Gaia DR2 3445148131761842944,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2583 A b,TOI-2583 A,TIC 7548817,Gaia DR2 2115776451371641984,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2587 A b,TOI-2587 A,TIC 68007716,Gaia DR2 3085216850017388672,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2589 b,TOI-2589,TIC 157698565,Gaia DR2 5566108398204103424,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-260 b,TOI-260,TIC 37749396,Gaia DR2 2428162410789155328,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-261.01,TOI-261,TIC 63898957,Gaia DR2 2345033662373296768,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-262 b,TOI-262,TIC 70513361,Gaia DR2 5019835424832215424,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2641 b,TOI-2641,TIC 162802770,Gaia DR2 5382970374226953600,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2669 b,TOI-2669,TIC 348835438,Gaia DR2 5735664051960550144,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-269 b,TOI-269,TIC 220479565,Gaia DR2 4770828304936109056,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-270 b,TOI-270,TIC 259377017,Gaia DR2 4781196115469953024,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-270 c,TOI-270,TIC 259377017,Gaia DR2 4781196115469953024,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-270 d,TOI-270,TIC 259377017,Gaia DR2 4781196115469953024,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-277 b,TOI-277,TIC 439456714,Gaia DR2 2353440974955205632,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2796 b,TOI-2796,TIC 220076110,Gaia DR2 3222453935725951488,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2803 A b,TOI-2803 A,TIC 124379043,Gaia DR2 2913482170369046656,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2818 b,TOI-2818,TIC 151483286,Gaia DR2 5545555570947605376,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2842 b,TOI-2842,TIC 178162579,Gaia DR2 3046327742219111808,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-286 b,TOI-286,TIC 150030205,Gaia DR2 5482316880495405056,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-286 c,TOI-286,TIC 150030205,Gaia DR2 5482316880495405056,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-2977 b,TOI-2977,TIC 361343239,Gaia DR2 5305241494923209856,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3023 b,TOI-3023,TIC 454248975,Gaia DR2 5227928170880093568,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3071 b,TOI-3071,TIC 452006073,Gaia DR2 5342880462319699200,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3082 b,TOI-3082,TIC 428699140,Gaia DR2 3509135344808097024,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3235 b,TOI-3235,TIC 243641947,Gaia DR2 6107144260251920000,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3261 b,TOI-3261,TIC 358070912,Gaia DR2 4640654168385886592,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-329 b,TOI-329,TIC 169765334,Gaia DR2 2407507535105410944,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-332 b,TOI-332,TIC 139285832,Gaia DR2 6529471108882243840,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3321 b,TOI-3321,TIC 306648160,Gaia DR2 5909085279371278336,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3331 A b,TOI-3331 A,TIC 194795551,Gaia DR2 4042548116644168832,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3353.01,TOI-3353,TIC 391903064,Gaia DR2 5212899427468919296,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3362 b,TOI-3362,TIC 464300749,Gaia DR2 5351820556994135296,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3364 b,TOI-3364,TIC 280655495,Gaia DR2 5409268527708808320,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3540 A b,TOI-3540 A,TIC 17865622,Gaia DR2 1896138833241139584,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3568 b,TOI-3568,TIC 160390955,Gaia DR2 1950477552581609984,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3629 b,TOI-3629,TIC 455784423,Gaia DR2 2881820324294985856,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3688 A b,TOI-3688 A,TIC 245509452,Gaia DR2 454187981188647168,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3693 b,TOI-3693,TIC 240823272,Gaia DR2 404433018447476096,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3714 b,TOI-3714,TIC 155867025,Gaia DR2 178924390478792320,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3757 b,TOI-3757,TIC 445751830,Gaia DR2 996878131494639488,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3785 b,TOI-3785,TIC 458419328,Gaia DR2 1044013542142711296,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3807 b,TOI-3807,TIC 289661991,Gaia DR2 1117620107545810944,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3819 b,TOI-3819,TIC 95660472,Gaia DR2 876608292608416512,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3884 b,TOI-3884,TIC 86263325,Gaia DR2 3919169687804622336,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3894 b,TOI-3894,TIC 165464482,Gaia DR2 1562935820172427392,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3912 b,TOI-3912,TIC 156648452,Gaia DR2 1255520718461480960,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3919 b,TOI-3919,TIC 23769326,Gaia DR2 1497132660589966976,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3976 A b,TOI-3976 A,TIC 154293917,Gaia DR2 1585783740516554624,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-3984 A b,TOI-3984 A,TIC 20182780,Gaia DR2 1291955578869575552,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4010 b,TOI-4010,TIC 352682207,Gaia DR2 525352325110310400,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4010 c,TOI-4010,TIC 352682207,Gaia DR2 525352325110310400,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4010 d,TOI-4010,TIC 352682207,Gaia DR2 525352325110310400,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-406.01,TOI-406,TIC 153065527,Gaia DR2 4851053999056603904,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4087 b,TOI-4087,TIC 310002617,Gaia DR2 1725490333641502976,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-411 b,HD 22946,TIC 100990000,Gaia DR2 4848767461548943104,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-411 c,HD 22946,TIC 100990000,Gaia DR2 4848767461548943104,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4127 b,TOI-4127,TIC 141488193,Gaia DR2 1111639314047794944,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4137 b,TOI-4137,TIC 417646390,Gaia DR2 497750842338402560,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4145 A b,TOI-4145 A,TIC 279947414,Gaia DR2 568619413331898240,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4153 b,TOI-4153,TIC 470171739,Gaia DR2 2299246592282070400,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4184 b,TOI-4184,TIC 394357918,Gaia DR2 4620574887039870720,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4201 b,TOI-4201,TIC 95057860,Gaia DR2 2997312063605005056,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-421 b,TOI-421,TIC 94986319,Gaia DR2 2984582227215748864,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-421 c,TOI-421,TIC 94986319,Gaia DR2 2984582227215748864,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4308 b,TOI-4308,TIC 144193715,Gaia DR2 6565868036138018304,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-431 b,TOI-431,TIC 31374837,Gaia DR2 2908664557091200768,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-431 d,TOI-431,TIC 31374837,Gaia DR2 2908664557091200768,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4329 b,TOI-4329,TIC 256722647,Gaia DR2 2224458777730383616,1,Transiting Exoplanet Survey Satellite (TESS)
